,title,price,link
108,"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)  ","18,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMTQzOTE4Mjk2NDM5NTkyOjE3MjI5NTIwNjY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI3ODMzMDcxNDgzMjo6Mjo6&url=%2FChuwi-HeroBook-Plus-Processor-Graphics%2Fdp%2FB0D9QQ7SS1%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%253Aamzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26crid%3D38NAIC5XOXF0C%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.KQh0RY6Yx6c0zhsTNUiuW_O9DmdPupAThWsMKq5olW2A-rry3NXOWwqGpeaTECGb.0iq_iW4mhIJVtOAi3m876lWFwn0kDm7KZY0XS8lT7Xk%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D9QQ7SS1%26pd_rd_r%3Dfe5c9518-dc84-4102-8d9d-7a400d4775cd%26pd_rd_w%3DHty1P%26pd_rd_wg%3DtPc2g%26pf_rd_p%3D1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26pf_rd_r%3D0P8QAWKRK0W7SEJWW977%26qid%3D1722952066%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C202%26sr%3D1-115-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
109,"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i5-13500H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/75WHr/Silver/1.7 kg) S5504VA-MA543WS  ","74,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMTQzOTE4Mjk2NDM5NTkyOjE3MjI5NTIwNjY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDExOTM0NzExMDkzMjo6Mzo6&url=%2FASUS-Vivobook-i5-13500H-Windows-S5504VA-MA543WS%2Fdp%2FB0C1GGLV9Z%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%253Aamzn1.sym.1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26crid%3D38NAIC5XOXF0C%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.KQh0RY6Yx6c0zhsTNUiuW_O9DmdPupAThWsMKq5olW2A-rry3NXOWwqGpeaTECGb.0iq_iW4mhIJVtOAi3m876lWFwn0kDm7KZY0XS8lT7Xk%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0C1GGLV9Z%26pd_rd_r%3Dfe5c9518-dc84-4102-8d9d-7a400d4775cd%26pd_rd_w%3DHty1P%26pd_rd_wg%3DtPc2g%26pf_rd_p%3D1f8ca0b0-e229-4344-88d7-2d8f092a8eac%26pf_rd_r%3D0P8QAWKRK0W7SEJWW977%26qid%3D1722952066%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C202%26sr%3D1-116-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
110,"HONOR MagicBook X16 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 16-inch (40.64 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.75Kg), Gray  ","51,990",https://amazon.in//MagicBook-i5-13420H-Anti-Glare-Keyboard-Fingerprint/dp/B0CXLWXYB1/ref=sr_1_118?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-118
111,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)  ","16,999",https://amazon.in//Refurbished-HP-Windows-Bluetooth-Graphics/dp/B0CX17V424/ref=sr_1_119?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-119
112,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU  ","50,790",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-fy5009TU/dp/B0D4M66F6R/ref=sr_1_3?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9._jZ9QFBb28xPE7lCy_IPG9wjiWrQxbOGQ0V19PNGL0b0iSnT3sIhGFJ6z7bbMS3q7wMqPg42avUD3AYQ_zVWKdvoyEwecl1xk66o0ARexuMWiCFo9cx7NHAj9qzJ07FZpCXK7nu8wdPiuQALY9V1iNSGjoGZBZMWbSApYKs1RuujeF-uGgRTPUZ09NxuzKE_r7exVmG53PJDBp2cwfJ839K0U3PHDzhWt8cXyCVG0so.rT613-TCo2dSfNB4sTdOqdEDuXiq6NBb2uVYCIZO9bg&dib_tag=se&keywords=laptop&qid=1722952032&sprefix=laptop%2Caps%2C202&sr=8-3
113,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","33,990",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CB7S1RTX/ref=sr_1_16?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9._jZ9QFBb28xPE7lCy_IPG9wjiWrQxbOGQ0V19PNGL0b0iSnT3sIhGFJ6z7bbMS3q7wMqPg42avUD3AYQ_zVWKdvoyEwecl1xk66o0ARexuMWiCFo9cx7NHAj9qzJ07FZpCXK7nu8wdPiuQALY9V1iNSGjoGZBZMWbSApYKs1RuujeF-uGgRTPUZ09NxuzKE_r7exVmG53PJDBp2cwfJ839K0U3PHDzhWt8cXyCVG0so.rT613-TCo2dSfNB4sTdOqdEDuXiq6NBb2uVYCIZO9bg&dib_tag=se&keywords=laptop&qid=1722952032&sprefix=laptop%2Caps%2C202&sr=8-16
114,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (16 GB DDR4 RAM/512 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","25,990",https://amazon.in//Refurbished-Lenovo-i7-6820HQ-Processor-Bluetooth/dp/B0D9KP134W/ref=sr_1_120?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-120
115,"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Win 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg  ","69,990",https://amazon.in//Dell-Inspiron-3530-i7-1355U-Processor/dp/B0CJK111K3/ref=sr_1_121?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-121
116,"Dell [Smartchoice] 14 Thin & Light Laptop, Intel 12th Gen Core i5-1235U/8GB/512GB SSD/14.0"" (35.56cm) FHD/Intel UHD Graphics/Spill-Resistant Keyboard/Windows 11 + MSO'21/Black/15 Month McAfee, 1.48kg  ","46,990",https://amazon.in//Dell-14-Rheinland-Certified-Comfortview/dp/B0BQJ7NMVM/ref=sr_1_122?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-122
117,"Lenovo ThinkBook 15 G5 Ryzen 3 15.6"" FHD IPS Antiglare 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/FPR/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA02RIN  ","34,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDU1NzIwNjM5MTkwMDUyOjE3MjI5NTIwNjY6c3BfbXRmOjMwMDE2OTE5NzE0NzEzMjo6MDo6&url=%2FLenovo-ThinkBook-Antiglare-Windows-21JFA02RIN%2Fdp%2FB0CZ7BJ6YY%2Fref%3Dsr_1_123_sspa%3Fcrid%3D38NAIC5XOXF0C%26dib%3DeyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722952066%26sprefix%3Dlaptop%252Caps%252C202%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
118,"ASUS Vivobook 15 (2024), Thin & Light Laptop,15.6"" (39.62cm) FHD, Intel Core 3 Processor 100U, (8GB RAM /512GB SSD/Windows 11/Office 2021/Quiet Blue/1.7 Kg), X1504VAP-NJ322WS  ","45,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDU1NzIwNjM5MTkwMDUyOjE3MjI5NTIwNjY6c3BfbXRmOjMwMDIzMDAxNTA3NzEzMjo6MDo6&url=%2FASUS-Vivobook-39-62cm-Processor-X1504VAP-NJ322WS%2Fdp%2FB0CXPXJT5P%2Fref%3Dsr_1_124_sspa%3Fcrid%3D38NAIC5XOXF0C%26dib%3DeyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722952066%26sprefix%3Dlaptop%252Caps%252C202%26sr%3D8-124-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
119,"Dell [Smartchoice Inspiron 5430 Thin & Light Laptop, 13th Gen Intel Core i7-1360P/16GB/1TB SSD/14.0"" (35.56cm) FHD+ WVA 250 nits/Backlit KB + FPR/Windows 11 + MSO'21/15 Month McAfee/Silver/1.59kg  ","76,990",https://amazon.in//Dell-Inspiron-5430-i7-1360P-Processor/dp/B0C91QWF1X/ref=sr_1_125?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-125
120,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/1TB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg), X1605VA-MB957WS  ","84,990",https://amazon.in//ASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB957WS/dp/B0CHMXTF6S/ref=sr_1_126?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-126
121,"MSI Thin 15, Intel Core i7-13620H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050,GDDR 6GB /Cosmos Gray/1.86Kg), B13VE-1800IN  ","87,990",https://amazon.in//MSI-i7-13620H-Windows-GeForce-B13VE-1800IN/dp/B0CV9MDWRY/ref=sr_1_127?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-127
122,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor/16GB/1TB SSD/15.6"" (39.62cm) FHD Display/Backlit Keyboard/Platinum Silver/Win 11 + MSO'21/15 Month McAfee/Thin & Light- 1.66kg  ","59,950",https://amazon.in//Dell-Inspiron-i5-1335U-Processor-Keyboard/dp/B0CDBNHT9L/ref=sr_1_128?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-128
123,"ASUS Zenbook 14, Intel Core Ultra 7, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Foggy Silver/1.28 Kg), UX3405MA-PZ751WS  ","1,21,990",https://amazon.in//ASUS-Zenbook-Intel-Ultra-Built/dp/B0D89TT6VK/ref=sr_1_129?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-129
124,"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","26,990",https://amazon.in//Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_17?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9._jZ9QFBb28xPE7lCy_IPG9wjiWrQxbOGQ0V19PNGL0b0iSnT3sIhGFJ6z7bbMS3q7wMqPg42avUD3AYQ_zVWKdvoyEwecl1xk66o0ARexuMWiCFo9cx7NHAj9qzJ07FZpCXK7nu8wdPiuQALY9V1iNSGjoGZBZMWbSApYKs1RuujeF-uGgRTPUZ09NxuzKE_r7exVmG53PJDBp2cwfJ839K0U3PHDzhWt8cXyCVG0so.rT613-TCo2dSfNB4sTdOqdEDuXiq6NBb2uVYCIZO9bg&dib_tag=se&keywords=laptop&qid=1722952032&sprefix=laptop%2Caps%2C202&sr=8-17
125,"Acer One 14 AMD Ryzen 3 3250U Processor (8GB RAM/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Laptop Z2-493 with 35.56 cm (14.0"") HD Display  ","25,999",https://amazon.in//Acer-Processor-Graphics-Windows-Z2-493/dp/B0C3R5VWP3/ref=sr_1_130?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-130
126,"MSI Modern 14, Intel 11th Gen. i5-1155G7, 35CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C11M-029IN  ","40,990",https://amazon.in//MSI-i5-1155G7-Windows-Graphics-C11M-029IN/dp/B0BQBP6Y6Q/ref=sr_1_131?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-131
127,"AXL VayuBook Laptop 14.1 Inch FHD IPS Display (4GB Ram,128GB SSD) 1920 * 1080 Resolution | HD Gemini Lake N4020 | Windows 11 Home | UHD Graphics 600 | Space Grey  ","11,990",https://amazon.in//AXL-Launched-Display-Windows-Graphics/dp/B0BR57T851/ref=sr_1_132?crid=38NAIC5XOXF0C&dib=eyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0&dib_tag=se&keywords=laptop&qid=1722952066&sprefix=laptop%2Caps%2C202&sr=8-132
128,"Chuwi CoreBook X i5 14"" Laptop, 16GB RAM 512GB SSD, Windows 11, Intel Core i5-1035G1 (Upto 3.6GHz), WIFI 6, USB3.2, Backlit Keyboard, Webcam, Bluetooth 5.2, HDMI Port, 46.2 Wh, 1.4kg (Gray)  ","24,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDU1NzIwNjM5MTkwMDUyOjE3MjI5NTIwNjY6c3BfYnRmOjMwMDE1NjA1NjU4NzUzMjo6MDo6&url=%2FChuwi-CoreBook-i5-1035G1-Keyboard-Bluetooth%2Fdp%2FB0CNT6LD6W%2Fref%3Dsr_1_133_sspa%3Fcrid%3D38NAIC5XOXF0C%26dib%3DeyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722952066%26sprefix%3Dlaptop%252Caps%252C202%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
129,"Lenovo Thinkbook 15 G5 Ryzen 5 15.6"" Fhd Antiglare 250 Nits Thin and Light Laptop (16Gb Ram/512Gb Ssd/Win 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 Kg), 21Jfa016In  ","44,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMDU1NzIwNjM5MTkwMDUyOjE3MjI5NTIwNjY6c3BfYnRmOjMwMDE0Mjk3NzkzMTEzMjo6MDo6&url=%2FLenovo-Thinkbook-Antiglare-Fingerprint-21Jfa016In%2Fdp%2FB0CQRK5N1G%2Fref%3Dsr_1_134_sspa%3Fcrid%3D38NAIC5XOXF0C%26dib%3DeyJ2IjoiMSJ9.nx4elnYm6huXglH6v12JQJpavtXv6vCK8HUnRs_VOseh87nwjlHuqjxQoeAtWCkX4MsfqUDu38bTpBsgI6FoU-iKaNeeX8eOJQl4LNshb9xnuWLd7LJYUSe5HQ5yEkNpZS3oewdfCUzQRajBFUKqMpVueMU9fiSi1S5HPT7bX08zEF_Lr3cm3_mcvdayjD4GNGibiUiIR1TjTFeCdsAlAIcPmiVEoOuhFXh9_p7PDD8.Gbp61eHvYFuAQ2KB7bQpgv0jvNNoK06XtqXDQac_3a0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722952066%26sprefix%3Dlaptop%252Caps%252C202%26sr%3D8-134-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
